query,listing_id,text_similarity,rating,rating_norm,review_count,review_count_norm,reviews_per_month,reviews_per_month_norm,availability_365,availability_365_norm,price,price_norm,price_fit,accommodates_fit,location_match,property_type_match,room_type_match,flexible_cancellation_match,instant_bookable_match,wifi_match,family_home_match,query_wants_wifi,query_wants_family_friendly,preferred_entire_home_match,query_wants_cheap,query_wants_good_reviews,query_wants_flexible_cancellation,query_wants_instant_bookable,query_prefers_entire_home,rule_score,label
cheap apartment for two in Sydney with good reviews,10167906,0.6584298014640808,96.0,0.96,15.0,0.03,0.42,0.041999999999999996,1.0,0.0027397260273972603,79.0,0.079,0.7366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.824,1
cheap apartment for two in Sydney with good reviews,10437376,0.6583519577980042,94.0,0.94,46.0,0.092,1.34,0.134,0.0,0.0,170.0,0.17,0.43333333333333335,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6655,1
cheap apartment for two in Sydney with good reviews,30566263,0.0,0.0,0.0,1.0,0.002,0.0,0.0,27.0,0.07397260273972603,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4702,0
cheap apartment for two in Sydney with good reviews,30270929,0.0,100.0,1.0,1.0,0.002,1.0,0.1,130.0,0.3561643835616438,84.0,0.084,0.72,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.6442,1
cheap apartment for two in Sydney with good reviews,30271045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.043835616438356165,165.0,0.165,0.44999999999999996,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.44,0
cheap apartment for two in Sydney with good reviews,30402760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.22465753424657534,130.0,0.13,0.5666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4633,0
cheap apartment for two in Sydney with good reviews,30292109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.23013698630136986,166.0,0.166,0.44666666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4393,0
cheap apartment for two in Sydney with good reviews,30221733,0.0,0.0,0.0,1.0,0.002,1.0,0.1,175.0,0.4794520547945205,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4302,0
cheap apartment for two in Sydney with good reviews,30222098,0.0,100.0,1.0,2.0,0.004,2.0,0.2,145.0,0.3972602739726027,169.0,0.169,0.43666666666666665,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6377,1
cheap apartment for two in Sydney with good reviews,30232995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.8712328767123287,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.47,0
cheap apartment for two in Sydney with good reviews,30238123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.09041095890410959,84.0,0.084,0.72,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.444,0
cheap apartment for two in Sydney with good reviews,30243925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.030136986301369864,168.0,0.168,0.43999999999999995,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.438,0
cheap apartment for two in Sydney with good reviews,30246005,0.0,20.0,0.2,2.0,0.004,2.0,0.2,142.0,0.38904109589041097,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4704,0
cheap apartment for two in Sydney with good reviews,30254471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.9424657534246575,148.0,0.148,0.5066666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4513,0
cheap apartment for two in Sydney with good reviews,30256010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.15342465753424658,91.0,0.091,0.6966666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4893,0
cheap apartment for two in Sydney with good reviews,30255806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.09863013698630137,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30257753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.4,161.0,0.161,0.4633333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4427,0
cheap apartment for two in Sydney with good reviews,30257772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.22465753424657534,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4333,0
cheap apartment for two in Sydney with good reviews,30260715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.20821917808219179,130.0,0.13,0.5666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4633,0
cheap apartment for two in Sydney with good reviews,30272068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.2,249.0,0.249,0.17000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.384,0
cheap apartment for two in Sydney with good reviews,30274813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0547945205479452,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30283679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.06575342465753424,89.0,0.089,0.7033333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4407,0
cheap apartment for two in Sydney with good reviews,30291142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.12054794520547946,98.0,0.098,0.6733333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4847,0
cheap apartment for two in Sydney with good reviews,30292427,0.0,0.0,0.0,1.0,0.002,1.0,0.1,79.0,0.21643835616438356,118.0,0.118,0.6066666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4715,0
cheap apartment for two in Sydney with good reviews,30292472,0.0,100.0,1.0,1.0,0.002,1.0,0.1,97.0,0.26575342465753427,166.0,0.166,0.44666666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6395,1
cheap apartment for two in Sydney with good reviews,30293446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.19726027397260273,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30293469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.005479452054794521,102.0,0.102,0.6599999999999999,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.482,0
cheap apartment for two in Sydney with good reviews,30293663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.07123287671232877,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30293977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.08493150684931507,97.0,0.097,0.6766666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4853,0
cheap apartment for two in Sydney with good reviews,30295926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.2356164383561644,130.0,0.13,0.5666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4633,0
cheap apartment for two in Sydney with good reviews,30295989,0.0,90.0,0.9,2.0,0.004,2.0,0.2,168.0,0.4602739726027397,169.0,0.169,0.43666666666666665,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6177,1
cheap apartment for two in Sydney with good reviews,30296086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.14794520547945206,174.0,0.174,0.42000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.434,0
cheap apartment for two in Sydney with good reviews,30296394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.1095890410958904,210.0,0.21,0.30000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.41,0
cheap apartment for two in Sydney with good reviews,30296587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.11232876712328767,190.0,0.19,0.3666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4233,0
cheap apartment for two in Sydney with good reviews,30297466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.06301369863013699,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30297521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.3287671232876712,244.0,0.244,0.18666666666666665,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.3873,0
cheap apartment for two in Sydney with good reviews,30297648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0547945205479452,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30298722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0410958904109589,195.0,0.195,0.35,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.42,0
cheap apartment for two in Sydney with good reviews,30483082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.9945205479452055,89.0,0.089,0.7033333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4407,0
cheap apartment for two in Sydney with good reviews,30299477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.1780821917808219,108.0,0.108,0.64,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.478,0
cheap apartment for two in Sydney with good reviews,30300811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.057534246575342465,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30302508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.18904109589041096,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.47,0
cheap apartment for two in Sydney with good reviews,30320599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.1232876712328767,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4,0
cheap apartment for two in Sydney with good reviews,30325377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.2136986301369863,210.0,0.21,0.30000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.41,0
cheap apartment for two in Sydney with good reviews,30325575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.7287671232876712,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30325885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.16712328767123288,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30326829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.24383561643835616,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30328127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.1232876712328767,109.0,0.109,0.6366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4273,0
cheap apartment for two in Sydney with good reviews,30334184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.06301369863013699,190.0,0.19,0.3666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.3733,0
cheap apartment for two in Sydney with good reviews,30335157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.11506849315068493,60.0,0.06,0.8,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.46,0
cheap apartment for two in Sydney with good reviews,30335203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.03287671232876712,86.0,0.086,0.7133333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4927,0
cheap apartment for two in Sydney with good reviews,30335514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.11506849315068493,65.0,0.065,0.7833333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4567,0
cheap apartment for two in Sydney with good reviews,30335847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.010958904109589041,89.0,0.089,0.7033333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4407,0
cheap apartment for two in Sydney with good reviews,30349499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.01643835616438356,84.0,0.084,0.72,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.444,0
cheap apartment for two in Sydney with good reviews,30350867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.2356164383561644,75.0,0.075,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30351313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0273972602739726,82.0,0.082,0.7266666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4953,0
cheap apartment for two in Sydney with good reviews,30351545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.17534246575342466,90.0,0.09,0.7,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.44,0
cheap apartment for two in Sydney with good reviews,30351696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0273972602739726,102.0,0.102,0.6599999999999999,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.482,0
cheap apartment for two in Sydney with good reviews,30352575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.052054794520547946,226.0,0.226,0.2466666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.3993,0
cheap apartment for two in Sydney with good reviews,30356782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.1863013698630137,220.0,0.22,0.2666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4033,0
cheap apartment for two in Sydney with good reviews,30365986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.4849315068493151,109.0,0.109,0.6366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4773,0
cheap apartment for two in Sydney with good reviews,30360456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.06301369863013699,140.0,0.14,0.5333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4067,0
cheap apartment for two in Sydney with good reviews,30360881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.3287671232876712,138.0,0.138,0.54,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.458,0
cheap apartment for two in Sydney with good reviews,30362867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.2465753424657534,228.0,0.228,0.24,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.398,0
cheap apartment for two in Sydney with good reviews,30374956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.12876712328767123,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.43,0
cheap apartment for two in Sydney with good reviews,30375909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.2136986301369863,130.0,0.13,0.5666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4633,0
cheap apartment for two in Sydney with good reviews,30379860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.15342465753424658,84.0,0.084,0.72,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.444,0
cheap apartment for two in Sydney with good reviews,30379945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,1.0,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4333,0
cheap apartment for two in Sydney with good reviews,30380409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.2136986301369863,220.0,0.22,0.2666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4033,0
cheap apartment for two in Sydney with good reviews,30380522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.12602739726027398,239.0,0.239,0.20333333333333337,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.3907,0
cheap apartment for two in Sydney with good reviews,30381231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.03287671232876712,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30382192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.39452054794520547,165.0,0.165,0.44999999999999996,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.44,0
cheap apartment for two in Sydney with good reviews,30391643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.09041095890410959,147.0,0.147,0.51,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.452,0
cheap apartment for two in Sydney with good reviews,30391927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.4684931506849315,208.0,0.208,0.30666666666666664,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4113,0
cheap apartment for two in Sydney with good reviews,30401621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.1178082191780822,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30401877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.052054794520547946,245.0,0.245,0.18333333333333335,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.3867,0
cheap apartment for two in Sydney with good reviews,30403830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.052054794520547946,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4833,0
cheap apartment for two in Sydney with good reviews,30406150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.4438356164383562,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.42,0
cheap apartment for two in Sydney with good reviews,30407470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.20273972602739726,118.0,0.118,0.6066666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4713,0
cheap apartment for two in Sydney with good reviews,30408748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.057534246575342465,109.0,0.109,0.6366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4773,0
cheap apartment for two in Sydney with good reviews,30409807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.20273972602739726,115.0,0.115,0.6166666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4733,0
cheap apartment for two in Sydney with good reviews,30413944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.18082191780821918,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30415916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.06575342465753424,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.47,0
cheap apartment for two in Sydney with good reviews,30420170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.40273972602739727,168.0,0.168,0.43999999999999995,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.438,0
cheap apartment for two in Sydney with good reviews,30420574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.23835616438356164,118.0,0.118,0.6066666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4713,0
cheap apartment for two in Sydney with good reviews,30425756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.021917808219178082,98.0,0.098,0.6733333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4847,0
cheap apartment for two in Sydney with good reviews,30427627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.1095890410958904,90.0,0.09,0.7,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.49,0
cheap apartment for two in Sydney with good reviews,30428066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0684931506849315,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4173,0
cheap apartment for two in Sydney with good reviews,30428968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.06575342465753424,75.0,0.075,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.45,0
cheap apartment for two in Sydney with good reviews,30429449,0.0,0.0,0.0,1.0,0.002,1.0,0.1,24.0,0.06575342465753424,62.0,0.062,0.7933333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4589,0
cheap apartment for two in Sydney with good reviews,30429699,0.0,100.0,1.0,1.0,0.002,1.0,0.1,9.0,0.024657534246575342,104.0,0.104,0.6533333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6809,1
cheap apartment for two in Sydney with good reviews,30430496,0.0,0.0,0.0,1.0,0.002,1.0,0.1,119.0,0.32602739726027397,96.0,0.096,0.6799999999999999,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4362,0
cheap apartment for two in Sydney with good reviews,30431889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.2054794520547945,159.0,0.159,0.47,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.394,0
cheap apartment for two in Sydney with good reviews,30432487,0.0,100.0,1.0,1.0,0.002,1.0,0.1,15.0,0.0410958904109589,134.0,0.134,0.5533333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6609,1
cheap apartment for two in Sydney with good reviews,30433081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.09863013698630137,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.47,0
cheap apartment for two in Sydney with good reviews,30434056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.04657534246575343,170.0,0.17,0.43333333333333335,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4367,0
cheap apartment for two in Sydney with good reviews,30434659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.40273972602739727,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.43,0
cheap apartment for two in Sydney with good reviews,30438031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0273972602739726,120.0,0.12,0.6,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.47,0
cheap apartment for two in Sydney with good reviews,30443093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.09315068493150686,78.0,0.078,0.74,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.448,0
cheap apartment for two in Sydney with good reviews,30443892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.043835616438356165,125.0,0.125,0.5833333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4667,0
cheap apartment for two in Sydney with good reviews,30444374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.9424657534246575,220.0,0.22,0.2666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4033,0
