query,listing_id,text_similarity,rating,rating_norm,review_count,review_count_norm,reviews_per_month,reviews_per_month_norm,availability_365,availability_365_norm,price,price_norm,price_fit,accommodates_fit,location_match,property_type_match,room_type_match,flexible_cancellation_match,instant_bookable_match,wifi_match,family_home_match,query_wants_wifi,query_wants_family_friendly,preferred_entire_home_match,query_wants_cheap,query_wants_good_reviews,query_wants_flexible_cancellation,query_wants_instant_bookable,query_prefers_entire_home,rule_score,label
entire home in Manly with wifi,11437828,0.6064003705978394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.096,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.1513,0
entire home in Manly with wifi,8194576,0.6052206754684448,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.5012,0
entire home in Manly with wifi,12028514,0.6041346788406372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.055,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2508,0
entire home in Manly with wifi,17781043,0.6017212271690369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.152,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2503,0
entire home in Manly with wifi,6318816,0.6004820466041565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.05,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2501,0
entire home in Manly with wifi,4625080,0.6001176834106445,94.0,0.94,14.0,0.028,0.41,0.040999999999999995,328.0,0.8986301369863013,239.0,0.239,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4908,0
entire home in Manly with wifi,27242088,0.5983404517173767,0.0,0.0,1.0,0.002,0.29,0.028999999999999998,361.0,0.989041095890411,50.0,0.05,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2499,0
entire home in Manly with wifi,25138405,0.5981905460357666,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0547945205479452,96.0,0.096,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2996,0
entire home in Manly with wifi,6411524,0.5968294143676758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.23,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2494,0
entire home in Manly with wifi,9462386,0.5966503620147705,100.0,1.0,2.0,0.004,0.19,0.019,329.0,0.9013698630136986,60.0,0.06,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4497,0
entire home in Manly with wifi,29193957,0.5963102579116821,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.08493150684931507,65.0,0.065,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2493,0
entire home in Manly with wifi,2637544,0.5958888530731201,89.0,0.89,50.0,0.1,0.91,0.091,0.0,0.0,115.0,0.115,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3872,0
entire home in Manly with wifi,21014397,0.595404863357544,100.0,1.0,2.0,0.004,0.14,0.014000000000000002,0.0,0.0,174.0,0.174,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.4695,0
entire home in Manly with wifi,17911278,0.5950131416320801,92.0,0.92,6.0,0.012,0.31,0.031,74.0,0.20273972602739726,80.0,0.08,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4342,0
entire home in Manly with wifi,29315527,0.5950044393539429,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.07397260273972603,100.0,0.1,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.199,0
entire home in Manly with wifi,3405809,0.5945694446563721,100.0,1.0,3.0,0.006,0.06,0.006,0.0,0.0,71.0,0.071,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.4195,0
entire home in Manly with wifi,22660051,0.5938538908958435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.174,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.1988,0
entire home in Manly with wifi,22283230,0.5922255516052246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.1,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2484,0
entire home in Manly with wifi,29018285,0.5914132595062256,100.0,1.0,7.0,0.014,3.82,0.382,363.0,0.9945205479452055,15.0,0.015,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4997,0
entire home in Manly with wifi,19439983,0.5897305011749268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.119,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.1979,0
entire home in Manly with wifi,26203310,0.5896837115287781,84.0,0.84,5.0,0.01,1.21,0.121,265.0,0.726027397260274,40.0,0.04,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3169,0
entire home in Manly with wifi,17245255,0.5893726944923401,80.0,0.8,2.0,0.004,0.1,0.01,3.0,0.00821917808219178,270.0,0.27,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4583,0
entire home in Manly with wifi,22283751,0.5891991853713989,93.0,0.93,3.0,0.006,0.26,0.026000000000000002,0.0,0.0,150.0,0.15,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3844,0
entire home in Manly with wifi,16520931,0.5891659259796143,0.0,0.0,1.0,0.002,0.75,0.075,85.0,0.2328767123287671,71.0,0.071,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.248,0
entire home in Manly with wifi,5908932,0.5869882106781006,84.0,0.84,11.0,0.022,0.26,0.026000000000000002,203.0,0.5561643835616439,130.0,0.13,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4676,0
entire home in Manly with wifi,11106975,0.5869597792625427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2974,0
entire home in Manly with wifi,4779672,0.5869452953338623,90.0,0.9,2.0,0.004,0.04,0.004,0.0,0.0,90.0,0.09,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4778,0
entire home in Manly with wifi,17108917,0.5866163969039917,98.0,0.98,13.0,0.026,0.61,0.061,35.0,0.0958904109589041,195.0,0.195,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4959,0
entire home in Manly with wifi,28768848,0.5863873958587646,100.0,1.0,1.0,0.002,0.45,0.045,33.0,0.09041095890410959,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4975,0
entire home in Manly with wifi,29245900,0.5849219560623169,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.049315068493150684,400.0,0.4,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.297,0
entire home in Manly with wifi,28651020,0.5845386981964111,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.22465753424657534,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2969,0
entire home in Manly with wifi,5426888,0.584530770778656,99.0,0.99,87.0,0.174,2.1,0.21000000000000002,223.0,0.6109589041095891,150.0,0.15,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.5123,0
entire home in Manly with wifi,18529356,0.5841940641403198,70.0,0.7,2.0,0.004,0.12,0.012,124.0,0.33972602739726027,195.0,0.195,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4372,0
entire home in Manly with wifi,6566644,0.5836188197135925,94.0,0.94,49.0,0.098,2.33,0.233,189.0,0.5178082191780822,239.0,0.239,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4945,0
entire home in Manly with wifi,28481568,0.5834534764289856,93.0,0.93,3.0,0.006,1.32,0.132,338.0,0.9260273972602739,251.0,0.251,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4833,0
entire home in Manly with wifi,19040195,0.5823003053665161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.042,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2465,0
entire home in Manly with wifi,9034560,0.5821404457092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2964,0
entire home in Manly with wifi,23770849,0.5809608101844788,92.0,0.92,5.0,0.01,0.67,0.067,14.0,0.038356164383561646,120.0,0.12,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4812,0
entire home in Manly with wifi,18219982,0.5801137685775757,86.0,0.86,32.0,0.064,1.63,0.16299999999999998,23.0,0.06301369863013699,138.0,0.138,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3744,0
entire home in Manly with wifi,12208746,0.5796521902084351,93.0,0.93,3.0,0.006,0.1,0.01,10.0,0.0273972602739726,500.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4825,0
entire home in Manly with wifi,30381705,0.5793910026550293,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.049315068493150684,100.0,0.1,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.2159,0
entire home in Manly with wifi,20777419,0.578955888748169,89.0,0.89,15.0,0.03,1.36,0.136,43.0,0.1178082191780822,120.0,0.12,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4768,0
entire home in Manly with wifi,6188073,0.5781605243682861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.04,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2456,0
entire home in Manly with wifi,13089923,0.5777067542076111,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.26301369863013696,48.0,0.048,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2455,0
entire home in Manly with wifi,22001315,0.5774417519569397,95.0,0.95,4.0,0.008,0.36,0.036,337.0,0.9232876712328767,300.0,0.3,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3863,0
entire home in Manly with wifi,21940534,0.5772580504417419,100.0,1.0,2.0,0.004,0.46,0.046,14.0,0.038356164383561646,65.0,0.065,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3959,0
entire home in Manly with wifi,7463267,0.5768247842788696,0.0,0.0,1.0,0.002,0.03,0.003,0.0,0.0,251.0,0.251,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2956,0
entire home in Manly with wifi,24311225,0.5761147737503052,100.0,1.0,1.0,0.002,0.24,0.024,30.0,0.0821917808219178,180.0,0.18,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4954,0
entire home in Manly with wifi,20268284,0.5759924054145813,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.9972602739726028,251.0,0.251,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2452,0
entire home in Manly with wifi,9333538,0.5759799480438232,95.0,0.95,8.0,0.016,0.21,0.020999999999999998,0.0,0.0,150.0,0.15,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4868,0
entire home in Manly with wifi,8688488,0.5742989778518677,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,190.0,0.19,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4951,0
entire home in Manly with wifi,21018051,0.5735947489738464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.419,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2947,0
entire home in Manly with wifi,6326825,0.5733680725097656,87.0,0.87,3.0,0.006,0.07,0.007000000000000001,0.0,0.0,425.0,0.425,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4693,0
entire home in Manly with wifi,11926617,0.5729775428771973,93.0,0.93,3.0,0.006,0.1,0.01,0.0,0.0,115.0,0.115,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3812,0
entire home in Manly with wifi,24270125,0.5727317929267883,100.0,1.0,2.0,0.004,0.26,0.026000000000000002,0.0,0.0,71.0,0.071,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4949,0
entire home in Manly with wifi,9476572,0.571974515914917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2944,0
entire home in Manly with wifi,18855865,0.5716105103492737,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,35.0,0.035,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4445,0
entire home in Manly with wifi,29969056,0.5716040730476379,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.021917808219178082,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2943,0
entire home in Manly with wifi,22641069,0.5702749490737915,100.0,1.0,4.0,0.008,0.38,0.038,2.0,0.005479452054794521,375.0,0.375,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4949,0
entire home in Manly with wifi,16469873,0.5698186159133911,100.0,1.0,19.0,0.038,0.81,0.081,4.0,0.010958904109589041,129.0,0.129,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4478,0
entire home in Manly with wifi,5405389,0.5698003768920898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.18,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.294,0
entire home in Manly with wifi,16723189,0.5692823529243469,72.0,0.72,5.0,0.01,0.32,0.032,41.0,0.11232876712328767,60.0,0.06,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2889,0
entire home in Manly with wifi,9865573,0.568425178527832,85.0,0.85,13.0,0.026,0.37,0.037,0.0,0.0,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.4363,0
entire home in Manly with wifi,22281328,0.5683692693710327,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0273972602739726,395.0,0.395,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2937,0
entire home in Manly with wifi,29710778,0.568342387676239,100.0,1.0,1.0,0.002,1.0,0.1,3.0,0.00821917808219178,161.0,0.161,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4939,0
entire home in Manly with wifi,8740570,0.5681011080741882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.239,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2936,0
entire home in Manly with wifi,23752299,0.5680851936340332,90.0,0.9,3.0,0.006,0.34,0.034,4.0,0.010958904109589041,100.0,0.1,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4742,0
entire home in Manly with wifi,24662628,0.5678783655166626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.042,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2436,0
entire home in Manly with wifi,21830602,0.5678601264953613,91.0,0.91,7.0,0.014,0.61,0.061,0.0,0.0,120.0,0.12,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.477,0
entire home in Manly with wifi,29290893,0.5677033066749573,0.0,0.0,1.0,0.002,0.57,0.056999999999999995,0.0,0.0,71.0,0.071,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2437,0
entire home in Manly with wifi,22643369,0.5675791501998901,0.0,0.0,1.0,0.002,0.09,0.009,0.0,0.0,39.0,0.039,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2437,0
entire home in Manly with wifi,8960600,0.5674331188201904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.1935,0
entire home in Manly with wifi,24106612,0.5672529935836792,0.0,0.0,1.0,0.002,0.0,0.0,0.0,0.0,53.0,0.053,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2437,0
entire home in Manly with wifi,8801363,0.5672397613525391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2934,0
entire home in Manly with wifi,11738704,0.5666636228561401,0.0,0.0,1.0,0.002,0.03,0.003,0.0,0.0,97.0,0.097,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2935,0
entire home in Manly with wifi,22757689,0.5666593313217163,100.0,1.0,1.0,0.002,0.1,0.01,0.0,0.0,136.0,0.136,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4935,0
entire home in Manly with wifi,29066275,0.5666438341140747,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.03287671232876712,220.0,0.22,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2933,0
entire home in Manly with wifi,17424330,0.5664169192314148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.2433,0
entire home in Manly with wifi,16372649,0.5663151741027832,92.0,0.92,11.0,0.022,0.63,0.063,17.0,0.04657534246575343,50.0,0.05,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.4295,0
entire home in Manly with wifi,15907677,0.565977156162262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.04,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.1432,0
entire home in Manly with wifi,5041682,0.5656809210777283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.15,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.2631,0
entire home in Manly with wifi,22332027,0.0,100.0,1.0,11.0,0.022,0.97,0.097,0.0,0.0,123.0,0.123,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3822,0
entire home in Manly with wifi,22589124,0.0,80.0,0.8,1.0,0.002,0.1,0.01,0.0,0.0,140.0,0.14,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3402,0
entire home in Manly with wifi,22942748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,1.0,280.0,0.28,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,23226133,0.0,100.0,1.0,2.0,0.004,0.23,0.023,0.0,0.0,253.0,0.253,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3804,0
entire home in Manly with wifi,23368740,0.0,84.0,0.84,19.0,0.038,1.99,0.199,51.0,0.13972602739726028,226.0,0.226,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3518,0
entire home in Manly with wifi,6443499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.15,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,6443677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.17,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,23688275,0.0,100.0,1.0,1.0,0.002,0.22,0.022,124.0,0.33972602739726027,350.0,0.35,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3802,0
entire home in Manly with wifi,23998207,0.0,100.0,1.0,2.0,0.004,0.24,0.024,28.0,0.07671232876712329,251.0,0.251,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1,0,0.5,0,0,0,0,0,0.3504,0
entire home in Manly with wifi,24743393,0.0,100.0,1.0,5.0,0.01,1.27,0.127,139.0,0.38082191780821917,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.381,0
entire home in Manly with wifi,25115494,0.0,100.0,1.0,21.0,0.042,3.5,0.35,34.0,0.09315068493150686,496.0,0.496,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3842,0
entire home in Manly with wifi,25407064,0.0,94.0,0.94,26.0,0.052,4.13,0.413,21.0,0.057534246575342465,180.0,0.18,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3732,0
entire home in Manly with wifi,26371444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.024657534246575342,1200.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,26640706,0.0,100.0,1.0,5.0,0.01,1.15,0.11499999999999999,326.0,0.8931506849315068,270.0,0.27,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.381,0
entire home in Manly with wifi,27405978,0.0,100.0,1.0,3.0,0.006,3.0,0.3,114.0,0.31232876712328766,190.0,0.19,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3806,0
entire home in Manly with wifi,27559803,0.0,100.0,1.0,2.0,0.004,0.81,0.081,186.0,0.5095890410958904,230.0,0.23,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3804,0
entire home in Manly with wifi,28671759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.35,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,29062193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.39452054794520547,190.0,0.19,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,29239966,0.0,100.0,1.0,6.0,0.012,4.19,0.41900000000000004,42.0,0.11506849315068493,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.3812,0
entire home in Manly with wifi,29315177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.1780821917808219,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,29633403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.33424657534246577,300.0,0.3,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,29857937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0273972602739726,850.0,0.85,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,30091061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.10410958904109589,199.0,0.199,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,30094223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.15616438356164383,1200.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,30191650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.18904109589041096,140.0,0.14,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
entire home in Manly with wifi,30484565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.04657534246575343,251.0,0.251,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1,0,0.5,0,0,0,0,0,0.18,0
